,Title,Year,Rated,Released,Runtime,Genre,Director,Writer,Actors,Plot,Language,Country,Awards,Poster,Ratings,Metascore,imdbRating,imdbVotes,imdbID,Type,DVD,BoxOffice,Production,Website,Response,Error,totalSeasons
349,The Cider House Rules,1999,PG-13,07 Jan 2000,126 min,"Drama, Romance",Lasse Hallström,"John Irving (novel), John Irving (screenplay)","Tobey Maguire, Charlize Theron, Delroy Lindo, Paul Rudd","A compassionate young man, raised in an orphanage and trained to be a doctor there, decides to leave to see the world.",English,USA,Won 2 Oscars. Another 6 wins & 30 nominations.,https://m.media-amazon.com/images/M/MV5BNmY5YzA4OTQtOTQzZS00NDZmLTlhNzQtNzk5NTIyZWE2ZjVkXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '71%'}, {'Source': 'Metacritic', 'Value': '75/100'}]",75,7.4,"92,149",tt0124315,movie,N/A,N/A,"Miramax Films, Film Colony",N/A,True,,
350,The Insider,1999,R,05 Nov 1999,157 min,"Biography, Drama, Thriller",Michael Mann,"Marie Brenner (article), Eric Roth, Michael Mann","Al Pacino, Russell Crowe, Christopher Plummer, Diane Venora",A research chemist comes under personal and professional attack when he decides to appear in a 60 Minutes exposé on Big Tobacco.,"English, Japanese, Arabic, Persian",USA,Nominated for 7 Oscars. Another 23 wins & 51 nominations.,https://m.media-amazon.com/images/M/MV5BODg0YjAzNDQtOGFkMi00Yzk2LTg1NzYtYTNjY2UwZTM2ZDdkL2ltYWdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '96%'}, {'Source': 'Metacritic', 'Value': '84/100'}]",84,7.8,"157,554",tt0140352,movie,N/A,N/A,Buena Vista (Walt Disney),N/A,True,,
351,The Sixth Sense,1999,PG-13,06 Aug 1999,107 min,"Drama, Mystery, Thriller",M. Night Shyamalan,M. Night Shyamalan,"Bruce Willis, Haley Joel Osment, Toni Collette, Olivia Williams",A boy who communicates with spirits seeks the help of a disheartened child psychologist.,"English, Latin, Spanish",USA,Nominated for 6 Oscars. Another 36 wins & 50 nominations.,https://m.media-amazon.com/images/M/MV5BMWM4NTFhYjctNzUyNi00NGMwLTk3NTYtMDIyNTZmMzRlYmQyXkEyXkFqcGdeQXVyMTAwMzUyOTc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '8.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '86%'}, {'Source': 'Metacritic', 'Value': '64/100'}]",64,8.1,"898,562",tt0167404,movie,N/A,N/A,"Hollywood Pictures, Spyglass Entertainment",N/A,True,,
352,Billy Elliot,2000,R,10 Nov 2000,110 min,"Drama, Music",Stephen Daldry,Lee Hall,"Jamie Bell, Jean Heywood, Jamie Draven, Gary Lewis",A talented young boy becomes torn between his unexpected love of dance and the disintegration of his family.,English,"UK, France",Nominated for 3 Oscars. Another 56 wins & 70 nominations.,https://m.media-amazon.com/images/M/MV5BNGY3NWYwNzctNWU5Yi00ZjljLTgyNDgtZjNhZjRlNjc0ZTU1XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '85%'}, {'Source': 'Metacritic', 'Value': '74/100'}]",74,7.7,"124,581",tt0249462,movie,N/A,N/A,"Studio Canal, Working Films, BBC, Tiger Aspect Pictures, Arts Council of England, WT²",N/A,True,,
353,"Crouching Tiger, Hidden Dragon",2000,PG-13,12 Jan 2001,120 min,"Action, Adventure, Fantasy, Romance",Ang Lee,"Du Lu Wang (book), Hui-Ling Wang (screenplay), James Schamus (screenplay), Kuo Jung Tsai (screenplay)","Yun-Fat Chow, Michelle Yeoh, Ziyi Zhang, Chen Chang",A young Chinese warrior steals a sword from a famed swordsman and then escapes into a world of romantic adventure with a mysterious man in the frontier of the nation.,Mandarin,"Taiwan, Hong Kong, USA, China",Won 4 Oscars. Another 98 wins & 134 nominations.,https://m.media-amazon.com/images/M/MV5BNDdhMzMxOTctNDMyNS00NTZmLTljNWEtNTc4MDBmZTYxY2NmXkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '97%'}, {'Source': 'Metacritic', 'Value': '94/100'}]",94,7.8,"250,195",tt0190332,movie,N/A,N/A,"United China Vision, Asia Union Film &amp; Entertainment Ltd., China Film Co-Production Corporation, Sony Pictures Classics, Edko Films, Good Machine, Columbia Pictures Film Production Asia",N/A,True,,
354,Erin Brockovich,2000,R,17 Mar 2000,131 min,"Biography, Drama",Steven Soderbergh,Susannah Grant,"Julia Roberts, David Brisbin, Dawn Didawick, Albert Finney",An unemployed single mother becomes a legal assistant and almost single-handedly brings down a California power company accused of polluting a city's water supply.,English,USA,Won 1 Oscar. Another 32 wins & 59 nominations.,https://m.media-amazon.com/images/M/MV5BYTA1NWRkNTktNDMxNS00NjE4LWEzMDAtNzA3YzlhYzRhNDA4L2ltYWdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '84%'}, {'Source': 'Metacritic', 'Value': '73/100'}]",73,7.3,"171,164",tt0195685,movie,N/A,N/A,Jersey Films,N/A,True,,
355,Gladiator,2000,R,05 May 2000,155 min,"Action, Adventure, Drama",Ridley Scott,"David Franzoni (story), David Franzoni (screenplay), John Logan (screenplay), William Nicholson (screenplay)","Russell Crowe, Joaquin Phoenix, Connie Nielsen, Oliver Reed",A former Roman General sets out to exact vengeance against the corrupt emperor who murdered his family and sent him into slavery.,English,"USA, UK, Malta, Morocco",Won 5 Oscars. Another 54 wins & 105 nominations.,https://m.media-amazon.com/images/M/MV5BMDliMmNhNDEtODUyOS00MjNlLTgxODEtN2U3NzIxMGVkZTA1L2ltYWdlXkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '8.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '77%'}, {'Source': 'Metacritic', 'Value': '67/100'}]",67,8.5,"1,315,160",tt0172495,movie,N/A,N/A,"Universal Pictures, Scott Free Productions, DreamWorks Pictures",N/A,True,,
356,Traffic,2000,R,05 Jan 2001,147 min,"Crime, Drama, Thriller",Steven Soderbergh,"Simon Moore (miniseries Traffik), Stephen Gaghan (screenplay)","Benicio Del Toro, Jacob Vargas, Andrew Chavez, Michael Saucedo","A conservative judge is appointed by the President to spearhead America's escalating war against drugs, only to discover that his teenage daughter is a crack addict. Two DEA agents protect an informant. A jailed drug baron's wife attempts to carry on the family business.","English, Spanish","USA, Mexico, Germany",Won 4 Oscars. Another 70 wins & 87 nominations.,https://m.media-amazon.com/images/M/MV5BNDA2YjNkMjEtZjcwNy00ZTc5LWEzNDItMjE0ODlmMDAzNDFkXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '93%'}, {'Source': 'Metacritic', 'Value': '86/100'}]",86,7.6,"193,687",tt0181865,movie,N/A,N/A,"Compulsion Inc., Bedford Falls Productions, USA Films, Initial Entertainment Group",N/A,True,,
357,A Beautiful Mind,2001,PG-13,04 Jan 2002,135 min,"Biography, Drama",Ron Howard,"Akiva Goldsman, Sylvia Nasar (book)","Russell Crowe, Ed Harris, Jennifer Connelly, Christopher Plummer","After John Nash, a brilliant but asocial mathematician, accepts secret work in cryptography, his life takes a turn for the nightmarish.",English,USA,Won 4 Oscars. Another 33 wins & 69 nominations.,https://m.media-amazon.com/images/M/MV5BMzcwYWFkYzktZjAzNC00OGY1LWI4YTgtNzc5MzVjMDVmNjY0XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '8.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '75%'}, {'Source': 'Metacritic', 'Value': '72/100'}]",72,8.2,"829,858",tt0268978,movie,N/A,N/A,"Imagine Entertainment, DreamWorks, Universal Pictures",N/A,True,,
358,Black Hawk Down,2001,R,18 Jan 2002,144 min,"Drama, History, War",Ridley Scott,"Mark Bowden (book), Ken Nolan (screenplay)","Josh Hartnett, Ewan McGregor, Tom Sizemore, Eric Bana",160 elite U.S. soldiers drop into Somalia to capture two top lieutenants of a renegade warlord and find themselves in a desperate battle with a large force of heavily-armed Somalis.,"English, Somali, Arabic","USA, UK",Won 2 Oscars. Another 9 wins & 37 nominations.,https://m.media-amazon.com/images/M/MV5BYWMwMzQxZjQtODM1YS00YmFiLTk1YjQtNzNiYWY1MDE4NTdiXkEyXkFqcGdeQXVyNDYyMDk5MTU@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '76%'}, {'Source': 'Metacritic', 'Value': '74/100'}]",74,7.7,"359,347",tt0265086,movie,N/A,N/A,"Columbia Pictures Corporation, Revolution Studios, Jerry Bruckheimer Films, Scott Free Productions",N/A,True,,
359,Gosford Park,2001,R,18 Jan 2002,131 min,"Comedy, Drama, Mystery",Robert Altman,"Julian Fellowes, Robert Altman (based upon an idea by), Bob Balaban (based upon an idea by)","Maggie Smith, Michael Gambon, Kristin Scott Thomas, Camilla Rutherford",The lives of upstairs guests and downstairs servants at a party in 1932 in a country house in England as they investigate a murder involving one of them.,English,"USA, UK, Italy",Won 1 Oscar. Another 35 wins & 73 nominations.,https://m.media-amazon.com/images/M/MV5BYzM4YzlhZGMtYTI2Yi00OTY4LWE0MzctNDFlYTQ3YmFlOTBjXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '86%'}, {'Source': 'Metacritic', 'Value': '90/100'}]",90,7.2,"79,124",tt0280707,movie,N/A,N/A,"Film Council, Sandcastle 5 Productions, Capitol Films, USA Films, Medusa Film",N/A,True,,
360,The Lord of the Rings: The Fellowship of the Ring,2001,PG-13,19 Dec 2001,178 min,"Action, Adventure, Drama, Fantasy",Peter Jackson,"J.R.R. Tolkien (novel), Fran Walsh (screenplay), Philippa Boyens (screenplay), Peter Jackson (screenplay)","Alan Howard, Noel Appleby, Sean Astin, Sala Baker",A meek Hobbit from the Shire and eight companions set out on a journey to destroy the powerful One Ring and save Middle-earth from the Dark Lord Sauron.,"English, Sindarin","New Zealand, USA",Won 4 Oscars. Another 114 wins & 125 nominations.,https://m.media-amazon.com/images/M/MV5BN2EyZjM3NzUtNWUzMi00MTgxLWI0NTctMzY4M2VlOTdjZWRiXkEyXkFqcGdeQXVyNDUzOTQ5MjY@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '8.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '91%'}, {'Source': 'Metacritic', 'Value': '92/100'}]",92,8.8,"1,625,904",tt0120737,movie,N/A,N/A,"New Line Cinema, Saul Zaentz Company, WingNut Films",N/A,True,,
361,Mulholland Drive,2001,R,19 Oct 2001,147 min,"Drama, Mystery, Thriller",David Lynch,David Lynch,"Naomi Watts, Jeanne Bates, Dan Birnbaum, Laura Harring","After a car wreck on the winding Mulholland Drive renders a woman amnesiac, she and a perky Hollywood-hopeful search for clues and answers across Los Angeles in a twisting venture beyond dreams and reality.","English, Spanish, French","France, USA",Nominated for 1 Oscar. Another 49 wins & 60 nominations.,https://m.media-amazon.com/images/M/MV5BNWM2MDZmMDgtYjViOS00YzBmLWE4YzctMDMyYTQ2YTc4MmVkXkEyXkFqcGdeQXVyNDk3NzU2MTQ@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '8.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '83%'}, {'Source': 'Metacritic', 'Value': '85/100'}]",85,8.0,"313,810",tt0166924,movie,N/A,N/A,"Le Studio Canal +, Les Films Alain Sarde",N/A,True,,
362,Chicago,2002,PG-13,24 Jan 2003,113 min,"Comedy, Crime, Musical",Rob Marshall,"Bill Condon (screenplay), Bob Fosse (book), Fred Ebb (book), Maurine Dallas Watkins (play)","Taye Diggs, Cliff Saunders, Catherine Zeta-Jones, Renée Zellweger","Two death-row murderesses develop a fierce rivalry while competing for publicity, celebrity, and a sleazy lawyer's attention.","English, Hungarian","USA, Germany, Canada, UK",Won 6 Oscars. Another 51 wins & 129 nominations.,https://m.media-amazon.com/images/M/MV5BN2E3NDU1ZTktNzZjNy00MWU3LWI4YmMtMjdjNTIzMDU0MDdiXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '86%'}, {'Source': 'Metacritic', 'Value': '81/100'}]",81,7.1,"212,772",tt0299658,movie,N/A,N/A,"Miramax, Storyline Entertainment, Producers Circle",N/A,True,,
363,Gangs of New York,2002,R,20 Dec 2002,167 min,"Crime, Drama",Martin Scorsese,"Jay Cocks (story), Jay Cocks (screenplay), Steven Zaillian (screenplay), Kenneth Lonergan (screenplay)","Leonardo DiCaprio, Daniel Day-Lewis, Cameron Diaz, Jim Broadbent","In 1862, Amsterdam Vallon returns to the Five Points area of New York City seeking revenge against Bill the Butcher, his father's killer.","English, Irish, Chinese, Latin","USA, Italy",Nominated for 10 Oscars. Another 50 wins & 125 nominations.,https://m.media-amazon.com/images/M/MV5BNDg3MmI1ZDYtMDZjYi00ZWRlLTk4NzEtZjY4Y2U0NjE5YmRiXkEyXkFqcGdeQXVyNzAxMjE1NDg@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '73%'}, {'Source': 'Metacritic', 'Value': '72/100'}]",72,7.5,"398,743",tt0217505,movie,N/A,N/A,Miramax,N/A,True,,
364,The Hours,2002,PG-13,14 Feb 2003,110 min,"Drama, Romance",Stephen Daldry,"Michael Cunningham (novel), David Hare (screenplay)","Nicole Kidman, Julianne Moore, Meryl Streep, Stephen Dillane","The story of how the novel ""Mrs. Dalloway"" affects three generations of women, all of whom, in one way or another, have had to deal with suicide in their lives.",English,"USA, UK, France, Canada, Germany",Won 1 Oscar. Another 42 wins & 126 nominations.,https://m.media-amazon.com/images/M/MV5BMTY4MDQyNjM2OF5BMl5BanBnXkFtZTcwMjQxOTAzMw@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '80%'}, {'Source': 'Metacritic', 'Value': '80/100'}]",80,7.5,"122,793",tt0274558,movie,N/A,N/A,"Miramax Films, Paramount Pictures",N/A,True,,
365,The Pianist,2002,R,28 Mar 2003,150 min,"Biography, Drama, Music, War",Roman Polanski,"Ronald Harwood (screenplay by), Wladyslaw Szpilman (based on the book by)","Adrien Brody, Emilia Fox, Michal Zebrowski, Ed Stoppard",A Polish Jewish musician struggles to survive the destruction of the Warsaw ghetto of World War II.,"English, German, Russian","UK, France, Poland, Germany, USA",Won 3 Oscars. Another 54 wins & 74 nominations.,https://m.media-amazon.com/images/M/MV5BOWRiZDIxZjktMTA1NC00MDQ2LWEzMjUtMTliZmY3NjQ3ODJiXkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '8.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '95%'}, {'Source': 'Metacritic', 'Value': '85/100'}]",85,8.5,"710,413",tt0253474,movie,N/A,N/A,Miramax,N/A,True,,
366,Talk to Her,2002,R,14 Feb 2003,112 min,"Drama, Mystery, Romance",Pedro Almodóvar,Pedro Almodóvar,"Javier Cámara, Darío Grandinetti, Leonor Watling, Rosario Flores",Two men share an odd friendship while they care for two women who are both in deep comas.,Spanish,Spain,Won 1 Oscar. Another 45 wins & 47 nominations.,https://m.media-amazon.com/images/M/MV5BMzBlNDhiMmMtNDVlNy00NjQ5LWJlYjEtYjc4ZTVjZjM4ZWIxXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '92%'}, {'Source': 'Metacritic', 'Value': '86/100'}]",86,7.9,"103,294",tt0287467,movie,N/A,N/A,"Via Digital, El Deseo S.A., Good Machine, Antena 3 Televisión",N/A,True,,
367,City of God,2002,R,13 Feb 2004,130 min,"Crime, Drama","Fernando Meirelles, Kátia Lund(co-director)","Paulo Lins (novel), Bráulio Mantovani (screenplay)","Alexandre Rodrigues, Leandro Firmino, Phellipe Haagensen, Douglas Silva","In the slums of Rio, two kids' paths diverge as one struggles to become a photographer and the other a kingpin.",Portuguese,"Brazil, France, Germany",Nominated for 4 Oscars. Another 75 wins & 45 nominations.,https://m.media-amazon.com/images/M/MV5BNTM4MjZjNWEtMmQxMi00YzY5LTg4ZTAtODJlMDVkZWZmNTVhXkEyXkFqcGdeQXVyNTA4NzY1MzY@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '8.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '91%'}, {'Source': 'Metacritic', 'Value': '79/100'}]",79,8.6,"687,599",tt0317248,movie,N/A,N/A,Lumiere Productions,N/A,True,,
368,The Lord of the Rings: The Return of the King,2003,PG-13,17 Dec 2003,201 min,"Action, Adventure, Drama, Fantasy",Peter Jackson,"J.R.R. Tolkien (novel), Fran Walsh (screenplay), Philippa Boyens (screenplay), Peter Jackson (screenplay)","Noel Appleby, Ali Astin, Sean Astin, David Aston",Gandalf and Aragorn lead the World of Men against Sauron's army to draw his gaze from Frodo and Sam as they approach Mount Doom with the One Ring.,"English, Quenya, Old English, Sindarin","New Zealand, USA",Won 11 Oscars. Another 198 wins & 124 nominations.,https://m.media-amazon.com/images/M/MV5BNzA5ZDNlZWMtM2NhNS00NDJjLTk4NDItYTRmY2EwMWZlMTY3XkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '8.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '93%'}, {'Source': 'Metacritic', 'Value': '94/100'}]",94,8.9,"1,610,555",tt0167260,movie,N/A,N/A,"New Line Cinema, Saul Zaentz Company",N/A,True,,
369,Lost in Translation,2003,R,03 Oct 2003,102 min,"Comedy, Drama",Sofia Coppola,Sofia Coppola,"Scarlett Johansson, Bill Murray, Akiko Takeshita, Kazuyoshi Minamimagoe",A faded movie star and a neglected young woman form an unlikely bond after crossing paths in Tokyo.,"English, Japanese, German, French","USA, Japan",Won 1 Oscar. Another 97 wins & 130 nominations.,https://m.media-amazon.com/images/M/MV5BMTI2NDI5ODk4N15BMl5BanBnXkFtZTYwMTI3NTE3._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '95%'}, {'Source': 'Metacritic', 'Value': '89/100'}]",89,7.7,"404,065",tt0335266,movie,N/A,N/A,"American Zoetrope, Elemental Films",N/A,True,,
370,Master and Commander: The Far Side of the World,2003,PG-13,14 Nov 2003,138 min,"Action, Adventure, Drama, History, War",Peter Weir,"Patrick O'Brian (novels), Peter Weir (screenplay), John Collee (screenplay)","Russell Crowe, Paul Bettany, James D'Arcy, Edward Woodall","During the Napoleonic Wars, a brash British captain pushes his ship and crew to their limits in pursuit of a formidable French war vessel around South America.","English, French, Portuguese",USA,Won 2 Oscars. Another 21 wins & 90 nominations.,https://m.media-amazon.com/images/M/MV5BMjA5NjYyMDM5NV5BMl5BanBnXkFtZTYwOTU5MDY2._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '85%'}, {'Source': 'Metacritic', 'Value': '81/100'}]",81,7.4,"198,844",tt0311113,movie,N/A,N/A,"20th Century Fox, Miramax Films, Samuel Goldwyn Films, Universal Pictures",N/A,True,,
371,Mystic River,2003,R,15 Oct 2003,138 min,"Crime, Drama, Mystery, Thriller",Clint Eastwood,"Brian Helgeland (screenplay), Dennis Lehane (novel)","Sean Penn, Tim Robbins, Kevin Bacon, Laurence Fishburne",The lives of three men who were childhood friends are shattered when one of them has a family tragedy.,English,"USA, Australia",Won 2 Oscars. Another 55 wins & 143 nominations.,https://m.media-amazon.com/images/M/MV5BMTIzNDUyMjA4MV5BMl5BanBnXkFtZTYwNDc4ODM3._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '88%'}, {'Source': 'Metacritic', 'Value': '84/100'}]",84,7.9,"412,238",tt0327056,movie,N/A,N/A,"Village Roadshow Prod., Malpaso Company",N/A,True,,
372,The Aviator,2004,PG-13,25 Dec 2004,170 min,"Biography, Drama",Martin Scorsese,John Logan,"Leonardo DiCaprio, Cate Blanchett, Kate Beckinsale, John C. Reilly",A biopic depicting the early years of legendary Director and aviator Howard Hughes' career from the late 1920s to the mid 1940s.,English,"Germany, USA",Won 5 Oscars. Another 81 wins & 130 nominations.,https://m.media-amazon.com/images/M/MV5BZTYzMjA2M2EtYmY1OC00ZWMxLThlY2YtZGI3MTQzOWM4YjE3XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '86%'}, {'Source': 'Metacritic', 'Value': '77/100'}]",77,7.5,"328,359",tt0338751,movie,N/A,N/A,"Cappa Productions, Forward Pass, Miramax Films, Initial Entertainment Group, Warner Brothers, Appian Way",N/A,True,,
373,Million Dollar Baby,2004,PG-13,28 Jan 2005,132 min,"Drama, Sport",Clint Eastwood,"Paul Haggis (screenplay), F.X. Toole (stories)","Clint Eastwood, Hilary Swank, Morgan Freeman, Jay Baruchel",A determined woman works with a hardened boxing trainer to become a professional.,"English, Irish",USA,Won 4 Oscars. Another 64 wins & 85 nominations.,https://m.media-amazon.com/images/M/MV5BMTkxNzA1NDQxOV5BMl5BanBnXkFtZTcwNTkyMTIzMw@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '8.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '91%'}, {'Source': 'Metacritic', 'Value': '86/100'}]",86,8.1,"625,904",tt0405159,movie,N/A,N/A,Malpaso Company,N/A,True,,
374,Ray,2004,PG-13,29 Oct 2004,152 min,"Biography, Drama, Music",Taylor Hackford,"Taylor Hackford (story), James L. White (story), James L. White (screenplay)","Jamie Foxx, Kerry Washington, Regina King, Clifton Powell","The story of the life and career of the legendary rhythm and blues musician Ray Charles, from his humble beginnings in the South, where he went blind at age seven, to his meteoric rise to stardom during the 1950s and 1960s.",English,USA,Won 2 Oscars. Another 52 wins & 54 nominations.,https://m.media-amazon.com/images/M/MV5BMTQxNDQwNjQzOV5BMl5BanBnXkFtZTcwNTQxNDYyMQ@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '80%'}, {'Source': 'Metacritic', 'Value': '73/100'}]",73,7.7,"136,371",tt0350258,movie,N/A,N/A,"Crusader Entertainment LLC, Unchain My Heart Louisiana",N/A,True,,
375,Sideways,2004,R,21 Jan 2005,127 min,"Comedy, Drama, Romance",Alexander Payne,"Rex Pickett (novel), Alexander Payne (screenplay), Jim Taylor (screenplay)","Paul Giamatti, Thomas Haden Church, Virginia Madsen, Sandra Oh","Two men reaching middle age with not much to show but disappointment embark on a week-long road trip through California's wine country, just as one is about to take a trip down the aisle.","English, Armenian, French","USA, Hungary",Won 1 Oscar. Another 122 wins & 90 nominations.,https://m.media-amazon.com/images/M/MV5BMTU0Mjg3MzkxOV5BMl5BanBnXkFtZTYwNDU1OTY3._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '97%'}, {'Source': 'Metacritic', 'Value': '94/100'}]",94,7.5,"177,526",tt0375063,movie,N/A,N/A,"Fox Searchlight, Michael London Productions",N/A,True,,
376,Vera Drake,2004,R,04 Feb 2005,125 min,"Crime, Drama",Mike Leigh,Mike Leigh,"Imelda Staunton, Richard Graham, Eddie Marsan, Anna Keaveney",Abortionist Vera Drake finds her beliefs and practices clash with the mores of 1950s Britain--a conflict that leads to tragedy for her family.,English,"UK, France",Nominated for 3 Oscars. Another 41 wins & 42 nominations.,https://m.media-amazon.com/images/M/MV5BZTk1ZmNhNjEtMDZjZi00MTY1LTgwMmYtZDRiNmI4ZDRiNzQ5XkEyXkFqcGdeQXVyMTAwMzUyOTc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '92%'}, {'Source': 'Metacritic', 'Value': '83/100'}]",83,7.6,"23,699",tt0383694,movie,N/A,N/A,"Film Council, Thin Man Films, Studio Canal",N/A,True,,
377,Brokeback Mountain,2005,R,13 Jan 2006,134 min,"Drama, Romance",Ang Lee,"Annie Proulx (short story), Larry McMurtry (screenplay), Diana Ossana (screenplay)","Heath Ledger, Jake Gyllenhaal, Randy Quaid, Valerie Planche","The story of a forbidden and secretive relationship between two cowboys, and their lives over the years.","English, Spanish","USA, Canada",Won 3 Oscars. Another 139 wins & 131 nominations.,https://m.media-amazon.com/images/M/MV5BMTY5NTAzNTc1NF5BMl5BanBnXkFtZTYwNDY4MDc3._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '87%'}, {'Source': 'Metacritic', 'Value': '87/100'}]",87,7.7,"317,497",tt0388795,movie,N/A,N/A,"Paramount Pictures, Focus Features",N/A,True,,
378,Capote,2005,R,03 Feb 2006,114 min,"Biography, Crime, Drama, History",Bennett Miller,"Dan Futterman (screenplay), Gerald Clarke (book)","Allie Mickelson, Kelci Stephenson, Philip Seymour Hoffman, Craig Archibald","In 1959, Truman Capote learns of the murder of a Kansas family and decides to write a book about the case. While researching for his novel In Cold Blood, Capote forms a relationship with one of the killers, Perry Smith, who is on death row.",English,"USA, Canada",Won 1 Oscar. Another 59 wins & 87 nominations.,https://m.media-amazon.com/images/M/MV5BMTczMzU0MjM1MV5BMl5BanBnXkFtZTcwMjczNzgyNA@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '90%'}, {'Source': 'Metacritic', 'Value': '88/100'}]",88,7.3,"123,735",tt0379725,movie,N/A,N/A,United Artists,N/A,True,,
